1,c1,c1-a
1,c2,c2-a
1,c3,c3-a
1,c4,c4-a
1,c5,c5-a
1,c6,c6-a
1,c7,c7-a
1,c8,c8-a
1,c9,c9-a
1,c10,c10-a
1,c11,c11-a
1,c12,c12-a
1,c13,c13-a
1,c14,c14-a
1,c15,c15-a
2,i1,i1-a
2,i2,i2-a
2,i3,i3-a
2,i4,i4-a
2,i5,i5-a
2,i6,i6-a
2,i7,i7-a
2,i8,i8-a
2,i9,i9-a
2,i10,i10-a
